Season,Division,Team,G#,Opp,Spread,Over/Under,Result,vs. Line,OU Result
2011,NFC West,SEA,16,@ARI,2.5,40.5,"L, 20-23",Lost,Over
2013,NFC West,SEA,19,DEN,2.5,47.5,"W, 43-8",Won,Over
2015,NFC West,SEA,18,@CAR,2.5,44,"L, 24-31",Lost,Over
2016,NFC West,SEA,6,@ARI,2.5,43,"T, 6-6",Won,Under
2017,NFC West,SEA,1,@GNB,2.5,49.5,"L, 9-17",Lost,Under
2018,NFC West,SEA,17,@DAL,2.5,43,"L, 22-24",Won,Over
2021,NFC West,SEA,4,@SFO,2.5,52,"W, 28-21",Won,Under
2021,NFC West,SEA,5,LAR,2.5,54.5,"L, 17-26",Lost,Under
2022,NFC West,SEA,6,ARI,2.5,50.5,"W, 19-9",Won,Under
2022,NFC West,SEA,10,@TAM,2.5,45,"L, 16-21",Lost,Under
2024,NFC West,SEA,13,@ARI,2.5,44.5,"W, 30-18",Won,Over
2024,NFC West,SEA,14,GNB,2.5,46.5,"L, 13-30",Lost,Under
2002,NFC West,SEA,7,@DAL,2,37,"W, 17-14",Won,Under
2005,NFC West,SEA,4,@WAS,2,37,"L, 17-20",Lost,Push
2010,NFC West,SEA,7,@OAK,2,40.5,"L, 3-33",Lost,Under
2010,NFC West,SEA,11,KAN,2,45,"L, 24-42",Lost,Over
2012,NFC West,SEA,5,@CAR,2,42,"W, 16-12",Won,Under
2013,NFC West,SEA,13,@SFO,2,41,"L, 17-19",Push,Under
2017,NFC West,SEA,3,@TEN,2,42,"L, 27-33",Lost,Over
2017,NFC West,SEA,5,@LAR,2,47,"W, 16-10",Won,Under
2022,NFC West,SEA,9,@ARI,2,49,"W, 31-21",Won,Over
2023,NFC West,SEA,10,@LAR,2,46,"L, 16-17",Won,Under
2007,NFC West,SEA,8,@CLE,1.5,47,"L, 30-33",Lost,Over
2011,NFC West,SEA,7,CIN,1.5,37.5,"L, 12-34",Lost,Over
2014,NFC West,SEA,12,@SFO,1.5,40.5,"W, 19-3",Won,Under
2022,NFC West,SEA,16,NYJ,1.5,42.5,"W, 23-6",Won,Under
2003,NFC West,SEA,4,@GNB,1,45,"L, 13-35",Lost,Over
2008,NFC West,SEA,1,@BUF,1,38.5,"L, 10-34",Lost,Over
2009,NFC West,SEA,2,@SFO,1,38.5,"L, 10-23",Lost,Under
2009,NFC West,SEA,12,SFO,1,41.5,"W, 20-17",Won,Under
2017,NFC West,SEA,10,ATL,1,46,"L, 31-34",Lost,Over
2017,NFC West,SEA,14,LAR,1,47.5,"L, 7-42",Lost,Over
2018,NFC West,SEA,15,KAN,1,54.5,"W, 38-31",Won,Over
2019,NFC West,SEA,6,@CLE,1,45.5,"W, 32-28",Won,Over
2019,NFC West,SEA,13,@LAR,1,47.5,"L, 12-28",Lost,Under
2019,NFC West,SEA,17,@PHI,1,44,"W, 17-9",Won,Under
2020,NFC West,SEA,1,@ATL,1,49.5,"W, 38-25",Won,Over
2024,NFC West,SEA,9,LAR,1,48,"L, 20-26",Lost,Under
2014,NFC West,SEA,10,@KAN,0,42.5,"L, 20-24",Lost,Over
2014,NFC West,SEA,19,NWE,0,47,"L, 24-28",Lost,Over
2021,NFC West,SEA,11,@WAS,0,47,"L, 15-17",Lost,Under
2024,NFC West,SEA,11,ARI,0,47,"W, 16-6",Won,Under
2024,NFC West,SEA,12,@NYJ,0,42,"W, 26-21",Won,Over
2003,NFC West,SEA,13,@MIN,-1,52.5,"L, 7-34",Lost,Under
2005,NFC West,SEA,2,ATL,-1,41.5,"W, 21-18",Won,Under
2007,NFC West,SEA,4,@SFO,-1,40.5,"W, 23-3",Won,Under
2008,NFC West,SEA,5,GNB,-1,44.5,"L, 17-27",Lost,Under
2016,NFC West,SEA,4,@NYJ,-1,40,"W, 27-17",Won,Over
2016,NFC West,SEA,7,@NOR,-1,50,"L, 20-25",Lost,Under
2018,NFC West,SEA,3,DAL,-1,40,"W, 24-13",Won,Under
2018,NFC West,SEA,8,LAC,-1,48,"L, 17-25",Lost,Under
2019,NFC West,SEA,11,@PHI,-1,45.5,"W, 17-9",Won,Under
2020,NFC West,SEA,7,SFO,-1,54.5,"W, 37-27",Won,Over
2022,NFC West,SEA,3,ATL,-1,42,"L, 23-27",Lost,Over
2015,NFC West,SEA,12,@MIN,-1.5,42,"W, 38-7",Won,Over
2019,NFC West,SEA,5,LAR,-1.5,49,"W, 30-29",Lost,Over
2020,NFC West,SEA,15,LAR,-1.5,47.5,"W, 20-9",Won,Under
2002,NFC West,SEA,8,WAS,-2,41.5,"L, 3-14",Lost,Under
2006,NFC West,SEA,17,DAL,-2,48.5,"W, 21-20",Lost,Under
2007,NFC West,SEA,16,@ATL,-2,38.5,"L, 41-44",Lost,Over
2009,NFC West,SEA,5,JAX,-2,44.5,"W, 41-0",Won,Under
2010,NFC West,SEA,4,@STL,-2,40,"L, 3-20",Lost,Under
2012,NFC West,SEA,15,SFO,-2,40.5,"W, 42-13",Won,Over
2013,NFC West,SEA,4,@HOU,-2,41,"W, 23-20",Won,Over
2014,NFC West,SEA,13,@PHI,-2,48,"W, 24-14",Won,Under
2021,NFC West,SEA,3,@MIN,-2,55,"L, 17-30",Lost,Under
2002,NFC West,SEA,15,STL,-2.5,48,"W, 30-10",Won,Under
2004,NFC West,SEA,1,@NOR,-2.5,45,"W, 21-7",Won,Under
2004,NFC West,SEA,9,@STL,-2.5,50.5,"L, 12-23",Lost,Under
2007,NFC West,SEA,2,@ARI,-2.5,42.5,"L, 20-23",Lost,Over
2008,NFC West,SEA,14,@STL,-2.5,42,"W, 23-20",Won,Over
2012,NFC West,SEA,4,@STL,-2.5,39,"L, 13-19",Lost,Under
2013,NFC West,SEA,2,SFO,-2.5,43.5,"W, 29-3",Won,Under
2019,NFC West,SEA,12,MIN,-2.5,48,"W, 37-30",Won,Over
2021,NFC West,SEA,10,ARI,-2.5,47,"L, 13-23",Lost,Under
2023,NFC West,SEA,4,@NYG,-2.5,46.5,"W, 24-3",Won,Under
2002,NFC West,SEA,4,MIN,-3,44,"W, 48-23",Won,Over
2003,NFC West,SEA,1,NOR,-3,48.5,"W, 27-10",Won,Under
2003,NFC West,SEA,3,STL,-3,47,"W, 24-23",Lost,Push
2003,NFC West,SEA,7,@CIN,-3,41.5,"L, 24-27",Lost,Over
2003,NFC West,SEA,9,@WAS,-3,41,"L, 20-27",Lost,Over
2004,NFC West,SEA,2,@TAM,-3,37,"W, 10-6",Won,Under
2005,NFC West,SEA,7,DAL,-3,45.5,"W, 13-10",Push,Under
2005,NFC West,SEA,12,@PHI,-3,44,"W, 42-0",Won,Under
2006,NFC West,SEA,5,@STL,-3,45,"W, 30-28",Lost,Over
2006,NFC West,SEA,9,STL,-3,43.5,"W, 24-22",Lost,Over
2006,NFC West,SEA,10,@SFO,-3,43.5,"L, 14-20",Lost,Under
2007,NFC West,SEA,3,CIN,-3,49.5,"W, 24-21",Push,Under
2007,NFC West,SEA,11,@STL,-3,46,"W, 24-19",Won,Under
2009,NFC West,SEA,6,ARI,-3,46,"L, 3-27",Lost,Under
2011,NFC West,SEA,11,WAS,-3,37.5,"L, 17-23",Lost,Over
2012,NFC West,SEA,1,@ARI,-3,41,"L, 16-20",Lost,Under
2012,NFC West,SEA,11,@MIA,-3,38,"L, 21-24",Lost,Over
2012,NFC West,SEA,17,@WAS,-3,45,"W, 24-14",Won,Under
2013,NFC West,SEA,5,@IND,-3,43.5,"L, 28-34",Lost,Over
2013,NFC West,SEA,10,@ATL,-3,47,"W, 33-10",Won,Under
2015,NFC West,SEA,9,ARI,-3,44.5,"L, 32-39",Lost,Over
2016,NFC West,SEA,13,@GNB,-3,47,"L, 10-38",Lost,Over
2018,NFC West,SEA,6,@OAK,-3,48,"W, 27-3",Won,Under
2018,NFC West,SEA,10,GNB,-3,49,"W, 27-24",Push,Over
2018,NFC West,SEA,13,MIN,-3,45.5,"W, 21-7",Won,Under
2019,NFC West,SEA,7,BAL,-3,49,"L, 16-30",Lost,Under
2020,NFC West,SEA,8,@BUF,-3,55.5,"L, 34-44",Lost,Over
2020,NFC West,SEA,10,ARI,-3,56.5,"W, 28-21",Won,Under
2020,NFC West,SEA,17,LAR,-3,42.5,"L, 20-30",Lost,Over
2021,NFC West,SEA,1,@IND,-3,49,"W, 28-16",Won,Under
2022,NFC West,SEA,8,NYG,-3,44.5,"W, 27-13",Won,Under
2023,NFC West,SEA,17,@ARI,-3,47.5,"W, 21-20",Lost,Under
2024,NFC West,SEA,2,@NWE,-3,38,"W, 23-20",Push,Over
2003,NFC West,SEA,5,SFO,-3.5,44.5,"W, 20-19",Lost,Under
2006,NFC West,SEA,13,@ARI,-3.5,45,"L, 21-27",Lost,Over
2007,NFC West,SEA,17,WAS,-3.5,38.5,"W, 35-14",Won,Over
2009,NFC West,SEA,11,@STL,-3.5,42.5,"W, 27-17",Won,Over
2013,NFC West,SEA,1,@CAR,-3.5,44.5,"W, 12-7",Won,Under
2015,NFC West,SEA,11,PIT,-3.5,45.5,"W, 39-30",Won,Over
2018,NFC West,SEA,4,@ARI,-3.5,40,"W, 20-17",Lost,Under
2018,NFC West,SEA,14,@SFO,-3.5,44,"L, 23-26",Lost,Over
2020,NFC West,SEA,6,@ARI,-3.5,55.5,"L, 34-37",Lost,Over
2021,NFC West,SEA,8,JAX,-3.5,44.5,"W, 31-7",Won,Under
2023,NFC West,SEA,15,@TEN,-3.5,41.5,"W, 20-17",Lost,Under
2024,NFC West,SEA,16,@CHI,-3.5,42.5,"W, 6-3",Lost,Under
2002,NFC West,SEA,2,ARI,-4,40.5,"L, 13-24",Lost,Under
2004,NFC West,SEA,11,BUF,-4,38,"L, 9-38",Lost,Over
2004,NFC West,SEA,17,STL,-4,51,"L, 20-27",Lost,Under
2006,NFC West,SEA,3,NYG,-4,43,"W, 42-30",Won,Over
2012,NFC West,SEA,9,MIN,-4,38.5,"W, 30-20",Won,Over
2013,NFC West,SEA,18,SFO,-4,40.5,"W, 23-17",Won,Under
2015,NFC West,SEA,1,@STL,-4,40.5,"L, 31-34",Lost,Over
2017,NFC West,SEA,6,@NYG,-4,39,"W, 24-7",Won,Under
2019,NFC West,SEA,9,TAM,-4,51,"W, 40-34",Won,Over
2020,NFC West,SEA,2,NWE,-4,45,"W, 35-30",Won,Over
2022,NFC West,SEA,11,LVR,-4,47.5,"L, 34-40",Lost,Over
2022,NFC West,SEA,13,CAR,-4,44.5,"L, 24-30",Lost,Over
2005,NFC West,SEA,8,@ARI,-4.5,44,"W, 33-19",Won,Over
2013,NFC West,SEA,7,@ARI,-4.5,41,"W, 34-22",Won,Over
2014,NFC West,SEA,3,DEN,-4.5,48.5,"W, 26-20",Won,Under
2015,NFC West,SEA,8,@DAL,-4.5,41,"W, 13-12",Lost,Under
2015,NFC West,SEA,17,@MIN,-4.5,40,"W, 10-9",Lost,Under
2020,NFC West,SEA,4,@MIA,-4.5,55,"W, 31-23",Won,Under
2023,NFC West,SEA,1,LAR,-4.5,46.5,"L, 13-30",Lost,Under
2023,NFC West,SEA,7,CLE,-4.5,39.5,"W, 24-20",Lost,Over
2023,NFC West,SEA,16,PIT,-4.5,40.5,"L, 23-30",Lost,Over
2024,NFC West,SEA,3,MIA,-4.5,41.5,"W, 24-3",Won,Under
2003,NFC West,SEA,2,@ARI,-5,44.5,"W, 38-0",Won,Under
2003,NFC West,SEA,8,PIT,-5,44,"W, 23-16",Won,Under
2010,NFC West,SEA,12,CAR,-5,40,"W, 31-14",Won,Over
2012,NFC West,SEA,14,@BUF,-5,44,"W, 50-17",Won,Over
2013,NFC West,SEA,12,NOR,-5,48.5,"W, 34-7",Won,Under
2016,NFC West,SEA,11,@TAM,-5,46,"L, 5-14",Lost,Under
2019,NFC West,SEA,3,NOR,-5,44,"L, 27-33",Lost,Over
2023,NFC West,SEA,3,CAR,-5,43,"W, 37-27",Won,Over
2004,NFC West,SEA,16,ATL,-5.5,41,"W, 28-26",Lost,Over
2005,NFC West,SEA,11,NYG,-5.5,47.5,"W, 24-21",Lost,Under
2005,NFC West,SEA,18,CAR,-5.5,43,"W, 34-14",Won,Over
2007,NFC West,SEA,10,CHI,-5.5,37.5,"W, 30-23",Won,Over
2012,NFC West,SEA,10,NYJ,-5.5,38.5,"W, 28-7",Won,Under
2014,NFC West,SEA,2,@SDG,-5.5,44,"L, 21-30",Lost,Over
2016,NFC West,SEA,2,@LAR,-5.5,38,"L, 3-9",Lost,Under
2016,NFC West,SEA,8,BUF,-5.5,43.5,"W, 31-25",Won,Over
2019,NFC West,SEA,4,@ARI,-5.5,49,"W, 27-10",Won,Under
2020,NFC West,SEA,3,DAL,-5.5,58,"W, 38-31",Won,Over
2023,NFC West,SEA,9,WAS,-5.5,44.5,"W, 29-26",Lost,Over
2006,NFC West,SEA,1,@DET,-6,44,"W, 9-6",Lost,Under
2007,NFC West,SEA,1,TAM,-6,41,"W, 20-6",Won,Under
2014,NFC West,SEA,7,@CAR,-6,45,"W, 13-9",Lost,Under
2017,NFC West,SEA,7,HOU,-6,45,"W, 41-38",Lost,Over
2017,NFC West,SEA,9,@ARI,-6,40,"W, 22-16",Push,Under
2019,NFC West,SEA,14,@CAR,-6,48.5,"W, 30-24",Push,Over
2020,NFC West,SEA,14,@WAS,-6,44.5,"W, 20-15",Lost,Under
2022,NFC West,SEA,17,LAR,-6,41.5,"W, 19-16",Lost,Under
2024,NFC West,SEA,1,DEN,-6,42,"W, 26-20",Push,Over
2003,NFC West,SEA,12,CLE,-6.5,42,"W, 34-7",Won,Under
2004,NFC West,SEA,6,@ARI,-6.5,40,"L, 17-25",Lost,Over
2005,NFC West,SEA,3,ARI,-6.5,42,"W, 37-12",Won,Over
2007,NFC West,SEA,6,NOR,-6.5,43,"L, 17-28",Lost,Over
2008,NFC West,SEA,2,SFO,-6.5,38,"L, 30-33",Lost,Over
2009,NFC West,SEA,14,TAM,-6.5,39,"L, 7-24",Lost,Under
2010,NFC West,SEA,6,ARI,-6.5,40.5,"W, 22-10",Won,Under
2015,NFC West,SEA,7,@SFO,-6.5,42,"W, 20-3",Won,Under
2016,NFC West,SEA,10,PHI,-6.5,42.5,"W, 26-15",Won,Under
2020,NFC West,SEA,5,MIN,-6.5,54,"W, 27-26",Lost,Under
2020,NFC West,SEA,11,@PHI,-6.5,50,"W, 23-17",Lost,Under
2021,NFC West,SEA,2,TEN,-6.5,54,"L, 30-33",Lost,Over
2021,NFC West,SEA,15,CHI,-6.5,41.5,"L, 24-25",Lost,Over
2004,NFC West,SEA,8,@SFO,-7,40.5,"W, 42-27",Won,Over
2004,NFC West,SEA,12,DAL,-7,42,"L, 39-43",Lost,Over
2004,NFC West,SEA,15,ARI,-7,44,"W, 24-21",Lost,Over
2005,NFC West,SEA,9,STL,-7,48.5,"W, 31-16",Won,Under
2005,NFC West,SEA,15,IND,-7,47,"W, 28-13",Won,Under
2006,NFC West,SEA,2,ARI,-7,48,"W, 21-10",Won,Under
2006,NFC West,SEA,6,MIN,-7,40.5,"L, 13-31",Lost,Over
2009,NFC West,SEA,1,STL,-7,41,"W, 28-0",Won,Under
2014,NFC West,SEA,4,@WAS,-7,45.5,"W, 27-17",Won,Under
2014,NFC West,SEA,6,@STL,-7,43.5,"L, 26-28",Lost,Over
2014,NFC West,SEA,11,ARI,-7,41.5,"W, 19-3",Won,Under
2015,NFC West,SEA,6,CAR,-7,40.5,"L, 23-27",Lost,Over
2016,NFC West,SEA,5,ATL,-7,45.5,"W, 26-24",Lost,Over
2017,NFC West,SEA,11,@SFO,-7,45,"W, 24-13",Won,Under
2020,NFC West,SEA,16,@SFO,-7,44.5,"W, 26-23",Lost,Over
2021,NFC West,SEA,16,DET,-7,41.5,"W, 51-29",Won,Over
2022,NFC West,SEA,12,@LAR,-7,41,"W, 27-23",Lost,Over
2024,NFC West,SEA,5,NYG,-7,43,"L, 20-29",Lost,Over
2005,NFC West,SEA,14,@TEN,-7.5,45,"W, 28-24",Lost,Over
2006,NFC West,SEA,8,OAK,-7.5,36,"W, 16-0",Won,Under
2007,NFC West,SEA,7,STL,-7.5,39.5,"W, 33-6",Won,Under
2007,NFC West,SEA,13,ARI,-7.5,44.5,"W, 42-21",Won,Over
2019,NFC West,SEA,8,@ATL,-7.5,48.5,"W, 27-20",Lost,Under
2024,NFC West,SEA,17,@LAR,-7.5,38.5,"W, 30-25",Lost,Over
2004,NFC West,SEA,4,STL,-8,44,"L, 27-33",Lost,Over
2004,NFC West,SEA,7,CAR,-8,39,"W, 23-17",Lost,Over
2007,NFC West,SEA,14,@CAR,-8,37,"L, 10-13",Lost,Under
2008,NFC West,SEA,3,STL,-8,44.5,"W, 37-13",Won,Over
2016,NFC West,SEA,12,CAR,-8,43.5,"W, 40-7",Won,Over
2016,NFC West,SEA,17,DET,-8,45.5,"W, 26-6",Won,Under
2017,NFC West,SEA,8,WAS,-8,44.5,"L, 14-17",Lost,Under
2017,NFC West,SEA,16,ARI,-8,38,"L, 24-26",Lost,Over
2019,NFC West,SEA,15,ARI,-8,51,"L, 13-27",Lost,Under
2005,NFC West,SEA,6,HOU,-8.5,45.5,"W, 42-10",Won,Over
2005,NFC West,SEA,17,WAS,-8.5,41,"W, 20-10",Won,Under
2014,NFC West,SEA,1,GNB,-8.5,45,"W, 36-16",Won,Over
2014,NFC West,SEA,18,GNB,-8.5,45,"W, 28-22",Lost,Over
2023,NFC West,SEA,6,ARI,-8.5,43.5,"W, 20-10",Won,Under
2007,NFC West,SEA,9,SFO,-9,37.5,"W, 24-0",Won,Under
2013,NFC West,SEA,15,ARI,-9,42.5,"L, 10-17",Lost,Under
2013,NFC West,SEA,17,NOR,-9,44,"W, 23-15",Lost,Under
2014,NFC West,SEA,15,@ARI,-9,36,"W, 35-6",Won,Over
2016,NFC West,SEA,15,ARI,-9,43.5,"L, 31-34",Lost,Over
2021,NFC West,SEA,13,@HOU,-9,40.5,"W, 33-13",Won,Over
2004,NFC West,SEA,10,MIA,-9.5,37,"W, 24-17",Lost,Over
2011,NFC West,SEA,13,STL,-9.5,37,"W, 30-13",Won,Over
2013,NFC West,SEA,14,@NYG,-9.5,43.5,"W, 23-0",Won,Under
2014,NFC West,SEA,5,DAL,-9.5,47,"L, 23-30",Lost,Over
2014,NFC West,SEA,9,NYG,-9.5,45,"W, 38-17",Won,Over
2014,NFC West,SEA,14,SFO,-9.5,38,"W, 17-7",Won,Under
2015,NFC West,SEA,4,DET,-9.5,43,"W, 13-10",Lost,Under
2019,NFC West,SEA,1,CIN,-9.5,44,"W, 21-20",Lost,Under
2004,NFC West,SEA,3,SFO,-10,41.5,"W, 34-0",Won,Under
2006,NFC West,SEA,11,GNB,-10,42.5,"W, 34-24",Push,Over
2006,NFC West,SEA,14,SFO,-10,38,"L, 14-24",Lost,Push
2009,NFC West,SEA,8,DET,-10,42,"W, 32-20",Won,Over
2012,NFC West,SEA,13,ARI,-10,36,"W, 58-0",Won,Over
2018,NFC West,SEA,12,SFO,-10,45.5,"W, 43-16",Won,Over
2016,NFC West,SEA,1,MIA,-10.5,43.5,"W, 12-10",Lost,Under
2016,NFC West,SEA,3,SFO,-10.5,42,"W, 37-18",Won,Over
2003,NFC West,SEA,6,CHI,-11,41.5,"W, 24-17",Lost,Under
2003,NFC West,SEA,10,DET,-11,39.5,"W, 35-14",Won,Over
2014,NFC West,SEA,16,STL,-11,41.5,"W, 20-6",Won,Under
2015,NFC West,SEA,13,@BAL,-11,41,"W, 35-6",Won,Push
2020,NFC West,SEA,12,NYG,-11,48.5,"L, 12-17",Lost,Under
2013,NFC West,SEA,6,TEN,-11.5,42,"W, 20-13",Lost,Under
2014,NFC West,SEA,17,CAR,-11.5,39.5,"W, 31-17",Won,Over
2016,NFC West,SEA,16,@SFO,-11.5,45,"W, 25-23",Lost,Over
2005,NFC West,SEA,10,@SFO,-12,42.5,"W, 27-25",Lost,Over
2012,NFC West,SEA,16,STL,-12,42.5,"W, 20-13",Lost,Under
2015,NFC West,SEA,15,STL,-12,40,"L, 17-23",Lost,Push
2013,NFC West,SEA,16,STL,-12.5,41,"W, 27-9",Won,Under
2017,NFC West,SEA,4,IND,-12.5,41.5,"W, 46-18",Won,Over
2013,NFC West,SEA,8,@STL,-13,43.5,"W, 14-9",Lost,Under
2013,NFC West,SEA,11,MIN,-13,45,"W, 41-20",Won,Over
2007,NFC West,SEA,15,BAL,-13.5,39,"W, 27-6",Won,Under
2014,NFC West,SEA,8,OAK,-13.5,44,"W, 30-24",Lost,Over
2015,NFC West,SEA,10,SFO,-13.5,40,"W, 29-13",Won,Over
2017,NFC West,SEA,2,SFO,-13.5,42,"W, 12-9",Lost,Under
2015,NFC West,SEA,14,CLE,-14,43,"W, 30-13",Won,Push
2018,NFC West,SEA,16,ARI,-14,39.5,"W, 27-24",Lost,Over
2013,NFC West,SEA,9,TAM,-14.5,40,"W, 27-24",Lost,Over
2015,NFC West,SEA,3,CHI,-14.5,43.5,"W, 26-0",Won,Under
2016,NFC West,SEA,14,LAR,-15,39.5,"W, 24-3",Won,Under
2003,NFC West,SEA,15,ARI,-15.5,44.5,"W, 28-10",Won,Under
2005,NFC West,SEA,13,SFO,-15.5,45,"W, 41-3",Won,Under
2020,NFC West,SEA,13,NYJ,-16.5,50.5,"W, 40-3",Won,Under
2013,NFC West,SEA,3,JAX,-20,39,"W, 45-17",Won,Over
2006,NFC West,SF,7,@CHI,16.5,42,"L, 10-41",Lost,Over
2005,NFC West,SF,13,@SEA,15.5,45,"L, 3-41",Lost,Under
2005,NFC West,SF,14,@JAX,14.5,39.5,"L, 9-10",Won,Under
2005,NFC West,SF,5,IND,14,47,"L, 3-28",Lost,Under
2017,NFC West,SF,2,@SEA,13.5,42,"L, 9-12",Won,Under
2016,NFC West,SF,9,@ARI,13.5,46.5,"L, 20-23",Won,Under
2016,NFC West,SF,14,@ATL,13.5,51.5,"L, 13-41",Lost,Over
2015,NFC West,SF,10,@SEA,13.5,40,"L, 13-29",Lost,Over
2009,NFC West,SF,7,@IND,13.5,44.5,"L, 14-18",Won,Under
2017,NFC West,SF,8,@PHI,13,45,"L, 10-33",Lost,Under
2004,NFC West,SF,16,@NWE,13,37,"L, 7-21",Lost,Under
2017,NFC West,SF,6,@WAS,12,46,"L, 24-26",Won,Over
2016,NFC West,SF,2,@CAR,12,44.5,"L, 27-46",Lost,Over
2005,NFC West,SF,9,@CHI,12,33,"L, 9-17",Won,Under
2005,NFC West,SF,10,SEA,12,42.5,"L, 25-27",Won,Over
2016,NFC West,SF,16,SEA,11.5,45,"L, 23-25",Won,Over
2007,NFC West,SF,16,@CLE,11.5,41,"L, 7-20",Lost,Under
2005,NFC West,SF,2,@PHI,11.5,43,"L, 3-42",Lost,Over
2005,NFC West,SF,6,@WAS,11.5,38,"L, 17-52",Lost,Over
2005,NFC West,SF,7,TAM,11.5,37,"W, 15-10",Won,Under
2004,NFC West,SF,12,@STL,11,49,"L, 6-16",Won,Under
2018,NFC West,SF,4,@LAC,10.5,46,"L, 27-29",Won,Over
2018,NFC West,SF,16,@LAR,10.5,49.5,"L, 32-48",Lost,Over
2016,NFC West,SF,3,@SEA,10.5,42,"L, 18-37",Lost,Over
2016,NFC West,SF,10,NWE,10.5,51.5,"L, 17-30",Lost,Under
2010,NFC West,SF,14,@SDG,10.5,45,"L, 7-34",Lost,Under
2007,NFC West,SF,11,@ARI,10.5,38,"W, 37-31",Won,Over
2018,NFC West,SF,12,@SEA,10,45.5,"L, 16-43",Lost,Over
2011,NFC West,SF,4,@PHI,10,43.5,"W, 24-23",Won,Over
2008,NFC West,SF,7,@NYG,10,47,"L, 17-29",Lost,Under
2006,NFC West,SF,6,SDG,10,42.5,"L, 19-48",Lost,Over
2006,NFC West,SF,14,@SEA,10,38,"W, 24-14",Won,Push
2006,NFC West,SF,16,@DEN,10,39,"W, 26-23",Won,Over
2004,NFC West,SF,3,@SEA,10,41.5,"L, 0-34",Lost,Under
2004,NFC West,SF,15,BUF,10,41.5,"L, 7-41",Lost,Over
2020,NFC West,SF,10,@NOR,9.5,50,"L, 13-27",Lost,Under
2015,NFC West,SF,11,ARI,9.5,45,"L, 13-19",Won,Under
2015,NFC West,SF,15,@DET,9.5,42,"L, 17-32",Lost,Over
2014,NFC West,SF,14,@SEA,9.5,38,"L, 7-17",Lost,Under
2008,NFC West,SF,9,@ARI,9.5,47.5,"L, 24-29",Won,Over
2008,NFC West,SF,11,@DAL,9.5,45.5,"L, 22-35",Lost,Over
2007,NFC West,SF,3,@PIT,9.5,38,"L, 16-37",Lost,Over
2007,NFC West,SF,6,@NYG,9.5,39,"L, 15-33",Lost,Over
2006,NFC West,SF,1,@ARI,9.5,44,"L, 27-34",Won,Over
2005,NFC West,SF,8,NYG,9.5,42,"L, 6-24",Lost,Under
2004,NFC West,SF,6,@NYJ,9.5,43,"L, 14-22",Won,Under
2018,NFC West,SF,6,@GNB,9,46.5,"L, 30-33",Won,Over
2010,NFC West,SF,12,@GNB,9,41,"L, 16-34",Lost,Over
2007,NFC West,SF,9,@SEA,9,37.5,"L, 0-24",Lost,Under
2005,NFC West,SF,15,@STL,9,42,"W, 24-20",Won,Over
2007,NFC West,SF,13,MIN,8.5,39.5,"L, 7-27",Lost,Under
2007,NFC West,SF,14,CIN,8.5,43,"W, 20-13",Won,Under
2018,NFC West,SF,7,LAR,8,52,"L, 10-39",Lost,Under
2004,NFC West,SF,10,@TAM,8,42,"L, 3-35",Lost,Under
2016,NFC West,SF,6,@BUF,7.5,44,"L, 16-45",Lost,Over
2016,NFC West,SF,11,@MIA,7.5,44.5,"L, 24-31",Won,Over
2015,NFC West,SF,4,GNB,7.5,48,"L, 3-17",Lost,Under
2015,NFC West,SF,8,@STL,7.5,39.5,"L, 6-27",Lost,Under
2015,NFC West,SF,9,ATL,7.5,44,"W, 17-16",Won,Under
2009,NFC West,SF,14,@PHI,7.5,41,"L, 13-27",Lost,Under
2004,NFC West,SF,2,@NOR,7.5,42,"L, 27-30",Won,Over
2020,NFC West,SF,16,SEA,7,44.5,"L, 23-26",Won,Over
2017,NFC West,SF,11,SEA,7,45,"L, 13-24",Lost,Under
2010,NFC West,SF,4,@ATL,7,42.5,"L, 14-16",Won,Under
2009,NFC West,SF,3,@MIN,7,39.5,"L, 24-27",Won,Over
2007,NFC West,SF,15,TAM,7,37,"W, 21-19",Won,Over
2006,NFC West,SF,4,@KAN,7,39.5,"L, 0-41",Lost,Over
2006,NFC West,SF,12,@NOR,7,45.5,"L, 10-34",Lost,Under
2005,NFC West,SF,11,@TEN,7,42.5,"L, 22-33",Lost,Over
2004,NFC West,SF,8,SEA,7,40.5,"L, 27-42",Lost,Over
2004,NFC West,SF,13,@ARI,7,36,"W, 31-28",Won,Over
2003,NFC West,SF,15,@PHI,7,44,"W, 31-28",Won,Over
2017,NFC West,SF,7,DAL,6.5,48,"L, 10-40",Lost,Over
2015,NFC West,SF,2,@PIT,6.5,45.5,"L, 18-43",Lost,Over
2015,NFC West,SF,3,@ARI,6.5,45,"L, 7-47",Lost,Over
2015,NFC West,SF,5,@NYG,6.5,43,"L, 27-30",Won,Over
2015,NFC West,SF,7,SEA,6.5,42,"L, 3-20",Lost,Under
2015,NFC West,SF,12,@CHI,6.5,43.5,"W, 26-20",Won,Over
2014,NFC West,SF,7,@DEN,6.5,48.5,"L, 17-42",Lost,Over
2008,NFC West,SF,2,@SEA,6.5,38,"W, 33-30",Won,Over
2008,NFC West,SF,12,@BUF,6.5,43,"W, 10-3",Won,Under
2005,NFC West,SF,3,DAL,6.5,41,"L, 31-34",Won,Over
2004,NFC West,SF,14,WAS,6.5,36.5,"L, 16-26",Lost,Over
2024,NFC West,SF,12,@BUF,6,44.5,"L, 10-35",Lost,Over
2020,NFC West,SF,9,GNB,6,48.5,"L, 17-34",Lost,Over
